restaurantLink;restaurant;category;locaition;date;starsValue;text;useful;funny;cool
/biz/jesses-steak-and-seafood-brandon;Jesse's Steak and Seafood;Seafood,Steakhouses,Sandwiches;Brandon, FL;Jul 19, 2023;5;Jesse's is still my favorite when passing through- excellent prime rib dip sandwich- Award winning! Incredible service! Great prices. Blurry picture deserves to be highlighted. A great prime rib Dip. Check them out.;9;3;7
/biz/the-blue-gator-dunnellon;The Blue Gator;Seafood,Burgers,American;Dunnellon, FL;Jul 18, 2023;1;Place is a joke. I was giving a 5 star review for my dining visit until my to go order is taking over an hour/ in my car waiting while my grandson waits for the food- move on! Plenty of places better I'm sure.;7;2;2
/biz/delray-hideaway-delray-beach-3;Delray Hideaway;Sports Bars,American,Pool Halls;Delray Beach, FL;Jul 13, 2023;5;No doubt a Hideaway! Very close to beach off Atlantic, private parking and easy back door entrance.  Stopped in for an ice cold local craft beer on Tap and it was refreshing.  frozen glass!  Excellent service, clean environment, plenty of TVs and even a pool table . A Perfect 45 minute beverage stop in for me. I'll Definitely be back when in the area;10;3;9
/biz/divers-direct-dania-3;Divers Direct;Sporting Goods,Scuba Diving;Dania, FL;Jul 9, 2023;5;Very large dive store. Lots of items to choose from snorkeling, scuba, apparel, & footwear, and much much more. Make sure you check the website to see all the promotions and specials. It's a nice website and easy to navigate. I Received excellent service from Meta on my store visit. She was very knowledgeable, friendly, and eager to help me get the additional gear  I needed and process a dive boot size exchange from my mail order.  Diver Direct is a great dive store with excellent service;12;3;10
/biz/the-sprinkler-guru-fort-lauderdale;The Sprinkler Guru;Irrigation;Fort Lauderdale, FL;May 23, 2023;5;Thank you Bryan for a quick installation at a competitive price to replace my sprinkler motor.  Works great! Nice job!;29;11;24
/biz/samsonite-香港-14;samsonite;Luggage;Tsim Sha Tsui, Hong Kong;May 21, 2023;5;World Class Service! Above and beyond my expectations. Issue with a lock problem hours before my trip. Emergency run to Walmart to buy a large bag for my trip. Samsonite and Betty my service rep felt my pain and resolved my issue quickly. Sending me a new replacement bag from the 3 piece set I purchased for my trip. A great price I must say. I asked them if I needed to send back the damaged locked bag and they said thank you for asking but you can keep it. Customer service at its finest.  Waiting for my replacement bag but rest assured you're in good hands with samsonite customer support with Betty on the job! Award winning support! Thank you so much.  Received my replacement luggage and love it. Samsonite came through delivering on promises and understanding my pain.  Great  job! The;19;12;20
/biz/conrad-manila-pasay-city;Conrad Manila;Hotels;Pasay City, Pasay City;May 20, 2023;5;Conrad Manila!I didn't know what to expect? I roughed it north 4 hours for 12 days. This 2 day visit was a much needed rest at the end of my adventure before flying home. 1st class VIP experience from entry to exit and everything in between was amazing.  Thank you sir, Yes sir. You're welcome sir!  Have a great evening sir! Good Morning sir! You get the point.  Very polite staff. Excellence!  Whatever you need, just ask and they will deliver,  and deliver quickly. Customer service at its finest. Easy check in. Drive up, go through security and up to the 2nd floor check in.  Great security. Safe place!  A Nice Lobby I must say. I walked off the elevator and said to myself this will work. Exceeded my expectations! I Received a Great room overlooking the pool / bay view situated on the executive level floor.  A nice Executive lounge. Visited for breakfast & happy hour. Customer service at its finest! A great lounge. All inclusive. Very clean.  I ordered Room service when I arrived that evening and in the morning for breakfast.  Much needed. Delivery was quick, food  delivered hot on a table rolled right up to the bed. Everything was great. No issues! Everything I needed was on that table and more. The 3rd floor inside/ outside bar area has great views of the bay and excellent cocktails. This is the smoking area in the hotel. A favorite place for great sunset photos. Excellent views and Comfortable seating. servers come out to tend to your needs. 1st class service.  The Conrad Manila has everything you need for a world class experience.  I'm Definitely staying here next time I'm in Manila. Nice job!;18;9;18
/biz/el-centro-arlington-3;El Centro;Mexican;Arlington, VA;May 19, 2023;4;Solid spot for a meal. Stopped in for breakfast and was served up some great customer service from Mirna. An asset to this establishment. Nice job! Breakfast burrito was great for me.  The Coffee was even great. No issues on this visit. Will stop in again next time I'm in this terminal.;15;6;13
/biz/the-bistro-washington-5;The Bistro;Bars,New American,Breakfast & Brunch;NoMa, Washington, DC;May 18, 2023;5;located on the 2nd floor of the Courtyard Marriott. I have eaten here the last 3 nights. Amazing customer service! I mean amazing!The best! First night I had a bacon cheeseburger and MO the greatest Mixologist asked me if I wanted a double patty and I said no. I sat down and looked out the window across the street and saw a five guys and I said to myself I should have eaten at the five guys. After I ate this great cheeseburger I told the manager what I'm writing now. He laughed and I told him I was happy I ate at the Bistro. It was such a great cheeseburger I came back the next night and ordered a double patty- (picture in my review) Great choice! Juicy, cooked perfectly, great tasting bacon. It was a top 10 burger for sure. 3rd night I went with the grilled chicken breast sandwich with cheese, bacon lettuce and tomato. So good! Juicy chicken cooked perfectly No kidding. They have an amazing chef (MO) in the back. Even the fries were excellent and I'm picky with my fresh fries. These were large crispy delicious Great fries! The place is large with several rooms and plenty of TVs and room for large groups.  The Bistro is definitely a winner.;13;7;10
/biz/gaylord-national-resort-and-convention-center-national-harbor-2;Gaylord National Resort & Convention Center;Hotels,Venues & Event Spaces;National Harbor, MD;May 17, 2023;3;Update- The hotel agreed to refund me back $1269.68 and offer me 30,000 Marriott Bonvoy points for the extra $317.42 they won't refund. Still an inconvenience having to take 30 minute Uber rides back and forth to the Gaylord. Im happy they agreed to reimburse.;9;2;5
/biz/chaplin-shelton-2;Chaplin;Seafood,Steakhouses,Cocktail Bars;Shelton, CT;May 15, 2023;5;From the moment I walked in to the moment I walked out hit all the marks I look for when dining in. A Great table, clean bathrooms, Gender Neutral I Must say! Hip ambiance and VIP service.  Most importantly great food. That's what I was looking for and I got it all at Chaplin.   Clams, oysters and shrimp cocktail were fresh & delicious. Great Ones!  The best of the best was our server, the wife of Francisco the Manager who stopped by at the end to thank us for coming. The host of all hosts. Nice guy!  I ordered a ribeye Medium with a side asparagus. Delicious!  Cooked perfectly! A great steak I must say.  Guess Who! That's what I said. So I had a few and a few more.  A Mouth watering excellent cocktail with Nue vodka, Mondino, hibiscus syrup, lemon. Definitely a great choice.  Overall this was a great visit and hope when I'm in town next time I can enjoy the same level of service and food quality I enjoyed on this first visit .  Nice Job!;11;5;12
/biz/budget-rental-cars-rye-brook;Budget Rental Cars;Car Rental;Rye Brook, NY;May 14, 2023;5;Great rental transaction. fast checkin and Easy return. No issues. great customer service! excellent price!  Great car.;10;5;8
/biz/sylvains-cafe-deerfield-beach-3;Sylvains Cafe;Breakfast & Brunch,Coffee & Tea,Sandwiches;Deerfield Beach, FL;May 5, 2023;5;I enjoyed my breakfast orders delivered through through Grub hub recently. To be honest I'm impressed with Sylvains Cafe.  The Healthy Breakfast was amazing! Huge assortment of fruit , berries, melons, bananas, strawberries, tangerines  with eggs prepared your way with side of bacon & sausage. A Great deal! Delicious, prepared perfectly. Nice job.  My order of French toast with strawberries was excellent Large thick bread slices with large lean pieces of bacon. The good stuff priced competitively.  Hash browns were excellent.   They packed up my orders well for delivery. Served hot! This is my new spot for a delicious breakfast! Check them out. Pictures in this review are from my first visit. No pictures from my recent orders which triggered this review.;16;5;15
